序号,关键词ID,方案ID,推广单元ID,消费额,点击量,浏览量,跳出率,平均停留秒,是否零点击词,CPC,浏览深度,异常标记
1853,4249,525368335,9811363528,0.0,0,0,,,1,,,
1854,4251,525368335,9811363528,2.47,4,2,1.0,90,0,0.6175,0.5,浏览<点击
1855,4254,525368335,9811363528,0.93,3,1,1.0,120,0,0.31,0.3333,浏览<点击
1856,4255,525368335,9811363528,7.61,25,149,0.381,369,0,0.3044,5.96,
1857,4260,525368335,9811363528,362.82,62,58,0.913,49,0,5.8519,0.9355,浏览<点击
1858,4261,525368335,9811363528,12.22,54,9,1.0,54,0,0.2263,0.1667,浏览<点击
1859,4264,525368335,9811363528,0.15,1,1,1.0,2,0,0.15,1.0,
1860,4269,525368335,9811363528,0.0,0,0,,,1,,,
1861,4288,525368335,9811363528,0.0,0,0,,,1,,,
1862,4289,525368335,9811363528,1.5,1,0,0.0,0,0,1.5,0.0,浏览<点击
1863,4290,525368335,9811363528,0.0,0,0,,,1,,,
1864,4292,525368335,9811363528,3.3,3,2,1.0,61,0,1.1,0.6667,浏览<点击
1865,4296,525368335,9811363528,0.0,0,0,,,1,,,
1866,4307,525368335,9811363528,1.92,2,10,0.0,71,0,0.96,5.0,
1867,4323,525368335,9811363528,5.2,5,4,1.0,104,0,1.04,0.8,浏览<点击
1868,4333,525368335,9811363528,3.45,2,3,0.5,66,0,1.725,1.5,
1869,4340,525368335,9811363528,0.0,0,0,,,1,,,
1870,4352,525368335,9811363528,29.26,39,434,0.2927,677,0,0.7503,11.1282,
1871,4366,525368335,9811363528,1.82,3,4,0.6667,76,0,0.6067,1.3333,
1872,4376,525368335,9811363528,0.0,0,0,,,1,,,
1873,4378,525368335,9811363528,23.08,17,38,0.5882,87,0,1.3576,2.2353,
1874,4379,525368335,9811363528,4.62,5,6,0.8,33,0,0.924,1.2,
1875,4387,525368335,9811363528,0.0,0,0,,,1,,,
1876,4390,525368335,9811363528,0.0,0,0,,,1,,,
1877,4393,525368335,9811363528,3.55,2,4,0.0,62,0,1.775,2.0,
1878,4397,525368335,9811363528,15.91,19,10,1.0,58,0,0.8374,0.5263,浏览<点击
1879,4399,525368335,9811363528,2.49,5,7,0.75,62,0,0.498,1.4,
1880,4418,525368335,9811363528,10.74,8,16,0.75,39,0,1.3425,2.0,
1881,4420,525368335,9811363528,1.53,1,1,1.0,0,0,1.53,1.0,
1882,4422,525368335,9811363528,0.0,0,0,,,1,,,
1883,4437,525368335,9811363528,129.39,89,223,0.5616,213,0,1.4538,2.5056,
1884,4438,525368335,9811363528,0.0,0,0,,,1,,,
1885,4442,525368335,9811363528,0.0,0,0,,,1,,,
1886,4443,525368335,9811363528,1.39,1,1,1.0,1,0,1.39,1.0,
1887,4447,525368335,9811363528,0.0,0,0,,,1,,,
1888,4453,525368335,9811363528,0.0,0,0,,,1,,,
1889,4463,525368335,9811363528,0.0,0,0,,,1,,,
1890,4465,525368335,9811363528,0.0,0,0,,,1,,,
1891,4476,525368335,9811363528,2.68,4,2,1.0,120,0,0.67,0.5,浏览<点击
1892,4479,525368335,9811363528,18.44,21,23,0.9444,53,0,0.8781,1.0952,
1893,4480,525368335,9811363528,3.63,3,11,0.5,596,0,1.21,3.6667,
1894,4483,525368335,9811363528,0.0,0,0,,,1,,,
1895,4494,525368335,9811363528,0.0,0,0,,,1,,,
1896,4508,525368335,9811363528,0.0,0,0,,,1,,,
1897,4519,525368335,9811363528,5.33,8,9,0.6,50,0,0.6662,1.125,
1898,4526,525368335,9811363528,0.0,0,0,,,1,,,
1899,4529,525368335,9811363528,8.37,7,5,1.0,73,0,1.1957,0.7143,浏览<点击
1900,4530,525368335,9811363528,0.0,0,0,,,1,,,
1901,4541,525368335,9811363528,1.13,1,1,1.0,41,0,1.13,1.0,
1902,4544,525368335,9811363528,1.61,2,3,0.5,13,0,0.805,1.5,
1903,4545,525368335,9811363528,0.0,0,0,,,1,,,
1904,4549,525368335,9811363528,3.28,2,65,0.5,3529,0,1.64,32.5,
1905,4550,525368335,9811363528,3.97,3,2,1.0,62,0,1.3233,0.6667,浏览<点击
1906,4556,525368335,9811363528,0.0,0,0,,,1,,,
1907,4557,525368335,9811363528,0.52,1,1,1.0,120,0,0.52,1.0,
1908,4573,525368335,9811363528,0.0,0,0,,,1,,,
1909,4578,525368335,9811363528,4.05,5,1,1.0,7,0,0.81,0.2,浏览<点击
1910,4583,525368335,9811363528,0.0,0,0,,,1,,,
1911,4594,525368335,9811363528,2076.36,273,546,0.7826,227,0,7.6057,2.0,
1912,4601,525368335,9811363528,0.0,0,0,,,1,,,
1913,4606,525368335,9811363528,146.02,51,93,0.7381,101,0,2.8631,1.8235,
1914,4614,525368335,9811363528,19.9,24,120,0.3684,373,0,0.8292,5.0,
1915,4615,525368335,9811363528,2.39,2,2,1.0,68,0,1.195,1.0,
1916,4616,525368335,9811363528,0.0,0,0,,,1,,,
1917,4621,525368335,9811363528,9.04,11,19,0.8,153,0,0.8218,1.7273,
1918,4629,525368335,9811363528,0.0,0,0,,,1,,,
1919,4631,525368335,9811363528,0.0,0,0,,,1,,,
1920,4635,525368335,9811363528,0.0,0,0,,,1,,,
1921,4637,525368335,9811363528,3.48,3,3,1.0,111,0,1.16,1.0,
1922,4638,525368335,9811363528,0.37,1,1,1.0,120,0,0.37,1.0,
1923,4639,525368335,9811363528,1.71,3,2,1.0,109,0,0.57,0.6667,浏览<点击
1924,4647,525368335,9811363528,0.0,0,0,,,1,,,
1925,4660,525368335,9811363528,0.28,1,1,1.0,6,0,0.28,1.0,
1926,4662,525368335,9811363528,62.34,48,145,0.6216,270,0,1.2988,3.0208,
1927,4663,525368335,9811363528,15.68,16,18,0.7692,159,0,0.98,1.125,
1928,4665,525368335,9811363528,0.0,0,0,,,1,,,
1929,4674,525368335,9811363528,1.48,1,0,0.0,0,0,1.48,0.0,浏览<点击
1930,4696,525368335,9811363528,0.0,0,0,,,1,,,
1931,4701,525368335,9811363528,0.0,0,0,,,1,,,
1932,4706,525368335,9811363528,4.31,5,90,0.4,691,0,0.862,18.0,
1933,4712,525368335,9811363528,0.0,0,0,,,1,,,
1934,4717,525368335,9811363528,0.0,0,0,,,1,,,
1935,4718,525368335,9811363528,2594.66,813,1424,0.7243,123,0,3.1915,1.7515,
1936,4723,525368335,9811363528,10.24,10,19,0.625,154,0,1.024,1.9,
1937,4728,525368335,9811363528,0.0,0,0,,,1,,,
1938,4736,525368335,9811363528,0.92,1,0,0.0,0,0,0.92,0.0,浏览<点击
1939,4739,525368335,9811363528,3.37,8,10,0.8333,115,0,0.4212,1.25,
1940,4750,525368335,9811363528,2.04,2,1,1.0,7,0,1.02,0.5,浏览<点击
1941,4760,525368335,9811363528,53.34,40,119,0.7714,267,0,1.3335,2.975,
1942,4761,525368335,9811363528,0.0,0,0,,,1,,,
1943,4764,525368335,9811363528,2.46,2,2,1.0,746,0,1.23,1.0,
1944,4771,525368335,9811363528,0.0,0,0,,,1,,,
1945,4778,525368335,9811363528,0.0,0,0,,,1,,,
1946,4793,525368335,9811363528,0.0,0,0,,,1,,,
1947,4802,525368335,9811363528,0.0,0,0,,,1,,,
1948,4806,525368335,9811363528,0.0,0,0,,,1,,,
1949,4807,525368335,9811363528,2.65,4,9,0.6667,27,0,0.6625,2.25,
1950,4815,525368335,9811363528,13.7,17,19,0.8333,205,0,0.8059,1.1176,
1951,4817,525368335,9811363528,0.83,1,1,1.0,13,0,0.83,1.0,
1952,4824,525368335,9811363528,0.0,0,0,,,1,,,
1953,4832,525368335,9811363528,0.0,0,0,,,1,,,
1954,4833,525368335,9811363528,6.88,8,8,1.0,79,0,0.86,1.0,
1955,4845,525368335,9811363528,4.63,4,2,1.0,1,0,1.1575,0.5,浏览<点击
1956,4846,525368335,9811363528,0.0,0,0,,,1,,,
1957,4849,525368335,9811363528,7.46,9,22,0.375,97,0,0.8289,2.4444,
1958,4853,525368335,9811363528,18.66,18,4,1.0,7,0,1.0367,0.2222,浏览<点击
1959,4880,525368335,9811363528,18.79,23,87,0.6,300,0,0.817,3.7826,
1960,4891,525368335,9811363528,4.61,4,19,0.5,351,0,1.1525,4.75,
1961,4894,525368335,9811363528,23.29,39,29,0.8333,150,0,0.5972,0.7436,浏览<点击
1962,4901,525368335,9811363528,0.0,0,0,,,1,,,
1963,4920,525368335,9811363528,2.5,2,2,1.0,68,0,1.25,1.0,
1964,4931,525368335,9811363528,0.0,0,0,,,1,,,
1965,4934,525368335,9811363528,0.0,0,0,,,1,,,
1966,4937,525368335,9811363528,25.77,21,27,0.7333,51,0,1.2271,1.2857,
1967,4938,525368335,9811363528,36.87,40,106,0.5517,184,0,0.9218,2.65,
1968,4939,525368335,9811363528,0.33,1,5,0.0,43,0,0.33,5.0,
1969,4944,525368335,9811363528,0.0,0,0,,,1,,,
1970,4951,525368335,9811363528,1.95,1,1,1.0,1,0,1.95,1.0,
1971,4957,525368335,9811363528,15.54,14,32,0.4545,84,0,1.11,2.2857,
1972,4958,525368335,9811363528,0.0,0,0,,,1,,,
1973,4959,525368335,9811363528,0.0,0,0,,,1,,,
1974,4966,525368335,9811363528,0.0,0,0,,,1,,,
1975,4968,525368335,9811363528,0.59,1,0,0.0,0,0,0.59,0.0,浏览<点击
1976,4969,525368335,9811363528,9353.77,4456,5427,0.449,320,0,2.0991,1.2179,
1977,4987,525368335,9811363528,12.34,11,8,0.8571,69,0,1.1218,0.7273,浏览<点击
1978,4999,525368335,9811363528,9.03,6,17,0.6667,55,0,1.505,2.8333,
1979,5006,525368335,9811363528,0.0,0,0,,,1,,,
1980,5013,525368335,9811363528,1.65,2,10,0.5,157,0,0.825,5.0,
1981,5024,525368335,9811363528,0.0,0,0,,,1,,,
1982,5029,525368335,9811363528,0.0,0,0,,,1,,,
1983,5044,525368335,9811363528,23.34,23,31,0.8889,98,0,1.0148,1.3478,
1984,5045,525368335,9811363528,9739.85,3556,5599,0.6304,63,0,2.739,1.5745,
1985,5049,525368335,9811363528,0.32,1,2,0.0,22,0,0.32,2.0,
1986,5051,525368335,9811363528,0.0,0,0,,,1,,,
1987,5070,525368335,9811363528,4240.55,2224,4333,0.8343,111,0,1.9067,1.9483,
1988,5072,525368335,9811363528,0.0,0,0,,,1,,,
1989,5084,525368335,9811363528,0.0,0,0,,,1,,,
1990,5085,525368335,9811363528,0.0,0,0,,,1,,,
1991,5091,525368335,9811363528,0.0,0,0,,,1,,,
1992,5095,525368335,9811363528,13.79,13,10,0.7143,53,0,1.0608,0.7692,浏览<点击
1993,5103,525368335,9811363528,0.0,0,0,,,1,,,
1994,5111,525368335,9811363528,4.1,5,24,0.6,263,0,0.82,4.8,
1995,5113,525368335,9811363528,2.91,3,11,0.6667,99,0,0.97,3.6667,
1996,5118,525368335,9811363528,0.0,0,0,,,1,,,
1997,5138,525368335,9811363528,0.0,0,0,,,1,,,
1998,5148,525368335,9811363528,0.0,0,0,,,1,,,
1999,5150,525368335,9811363528,1.17,1,12,0.0,2062,0,1.17,12.0,
2000,5155,525368335,9811363528,3.94,3,0,0.0,0,0,1.3133,0.0,浏览<点击
2001,5163,525368335,9811363528,0.0,0,0,,,1,,,
2002,5167,525368335,9811363528,2.4,3,1,1.0,120,0,0.8,0.3333,浏览<点击
2003,5175,525368335,9811363528,0.0,0,0,,,1,,,
2004,5182,525368335,9811363528,132.06,13,23,0.7,33,0,10.1585,1.7692,CPC极高
2005,5184,525368335,9811363528,0.0,0,0,,,1,,,
2006,5187,525368335,9811363528,0.0,0,0,,,1,,,
2007,5188,525368335,9811363528,0.0,0,0,,,1,,,
2008,5196,525368335,9811363528,5.93,9,13,0.625,85,0,0.6589,1.4444,
2009,5204,525368335,9811363528,0.0,0,0,,,1,,,
2010,5207,525368335,9811363528,0.0,0,0,,,1,,,
2011,5212,525368335,9811363528,242.98,40,36,0.8148,68,0,6.0745,0.9,浏览<点击
2012,5219,525368335,9811363528,8.05,7,16,0.75,725,0,1.15,2.2857,
2013,5220,525368335,9811363528,6.19,4,8,0.5,28,0,1.5475,2.0,
2014,5222,525368335,9811363528,6.44,4,15,0.6667,679,0,1.61,3.75,
2015,5223,525368335,9811363528,0.0,0,0,,,1,,,
2016,5226,525368335,9811363528,0.0,0,0,,,1,,,
2017,5228,525368335,9811363528,6.63,5,4,0.6667,53,0,1.326,0.8,浏览<点击
2018,5230,525368335,9811363528,0.22,1,0,0.0,0,0,0.22,0.0,浏览<点击
2019,5232,525368335,9811363528,0.0,0,0,,,1,,,
2020,5234,525368335,9811363528,0.0,0,0,,,1,,,
2021,5242,525368335,9811363528,3.64,3,1,1.0,378,0,1.2133,0.3333,浏览<点击
2022,5254,525368335,9811363528,0.0,0,0,,,1,,,
2023,5255,525368335,9811363528,7.45,9,3,1.0,6,0,0.8278,0.3333,浏览<点击
2024,5260,525368335,9811363528,310.37,345,915,0.6833,214,0,0.8996,2.6522,
2025,5264,525368335,9811363528,0.0,0,0,,,1,,,
2026,5266,525368335,9811363528,0.0,0,0,,,1,,,
2027,5271,525368335,9811363528,20.07,22,132,0.6316,197,0,0.9123,6.0,
2028,5292,525368335,9811363528,3.93,3,5,0.6667,522,0,1.31,1.6667,
2029,5302,525368335,9811363528,0.0,0,0,,,1,,,
2030,5306,525368335,9811363528,0.0,0,0,,,1,,,
2031,5309,525368335,9811363528,4.65,10,5,1.0,200,0,0.465,0.5,浏览<点击
2032,5313,525368335,9811363528,0.89,1,1,1.0,0,0,0.89,1.0,
2033,5317,525368335,9811363528,0.0,0,0,,,1,,,
2034,5326,525368335,9811363528,1.8,2,0,0.0,0,0,0.9,0.0,浏览<点击
2035,5327,525368335,9811363528,1.93,2,2,1.0,80,0,0.965,1.0,
2036,5328,525368335,9811363528,0.0,0,0,,,1,,,
2037,5346,525368335,9811363528,0.0,0,0,,,1,,,
2038,5365,525368335,9811363528,0.0,0,0,,,1,,,
2039,5375,525368335,9811363528,0.0,0,0,,,1,,,
2040,5378,525368335,9811363528,0.15,1,1,1.0,4,0,0.15,1.0,
2041,5380,525368335,9811363528,0.0,0,0,,,1,,,
2042,5391,525368335,9811363528,0.0,0,0,,,1,,,
2043,5395,525368335,9811363528,3.89,3,1,1.0,14,0,1.2967,0.3333,浏览<点击
2044,5397,525368335,9811363528,0.0,0,0,,,1,,,
2045,5406,525368335,9811363528,0.86,1,0,0.0,0,0,0.86,0.0,浏览<点击
2046,5413,525368335,9811363528,0.0,0,0,,,1,,,
2047,5420,525368335,9811363528,0.0,0,0,,,1,,,
2048,5449,525368335,9811363528,4.71,6,25,0.5,275,0,0.785,4.1667,
2049,5460,525368335,9811363528,9272.73,2590,5678,0.697,171,0,3.5802,2.1923,
2050,5466,525368335,9811363528,0.0,0,0,,,1,,,
2051,5474,525368335,9811363528,3.52,4,5,0.75,392,0,0.88,1.25,
2052,5475,525368335,9811363528,0.0,0,0,,,1,,,
2053,5481,525368335,9811363528,0.15,1,0,0.0,0,0,0.15,0.0,浏览<点击
2054,5484,525368335,9811363528,2870.73,670,867,0.8636,66,0,4.2847,1.294,
2055,5492,525368335,9811363528,5.47,7,4,1.0,65,0,0.7814,0.5714,浏览<点击
2056,5497,525368335,9811363528,0.15,1,0,0.0,0,0,0.15,0.0,浏览<点击
2057,5500,525368335,9811363528,27.94,29,39,0.7143,330,0,0.9634,1.3448,
2058,5501,525368335,9811363528,0.15,1,1,1.0,654,0,0.15,1.0,
2059,5502,525368335,9811363528,0.0,0,0,,,1,,,
2060,5504,525368335,9811363528,0.0,0,0,,,1,,,
2061,5505,525368335,9811363528,4.09,6,7,0.8,99,0,0.6817,1.1667,
2062,5508,525368335,9811363528,3.2,5,34,0.5,442,0,0.64,6.8,
2063,5509,525368335,9811363528,0.0,0,0,,,1,,,
2064,5515,525368335,9811363528,2.51,1,0,0.0,0,0,2.51,0.0,浏览<点击
2065,5522,525368335,9811363528,2.41,1,1,1.0,5,0,2.41,1.0,
2066,5531,525368335,9811363528,13.14,12,11,0.8889,36,0,1.095,0.9167,浏览<点击
2067,5533,525368335,9811363528,18.68,17,9,1.0,25,0,1.0988,0.5294,浏览<点击
2068,5536,525368335,9811363528,0.0,0,0,,,1,,,
2069,5538,525368335,9811363528,33.94,39,40,0.7778,76,0,0.8703,1.0256,
2070,5543,525368335,9811363528,0.0,0,0,,,1,,,
2071,5551,525368335,9811363528,0.3,2,2,1.0,5,0,0.15,1.0,
2072,5578,525368335,9811363528,0.0,0,0,,,1,,,
2073,5583,525368335,9811363528,0.0,0,0,,,1,,,
2074,5584,525368335,9811363528,0.0,0,0,,,1,,,
2075,5588,525368335,9811363528,17.72,17,43,0.75,272,0,1.0424,2.5294,
2076,5591,525368335,9811363528,0.31,2,1,1.0,120,0,0.155,0.5,浏览<点击
2077,5593,525368335,9811363528,0.0,0,0,,,1,,,
2078,5594,525368335,9811363528,0.0,0,0,,,1,,,
2079,5596,525368335,9811363528,1051.38,988,1708,0.6986,126,0,1.0641,1.7287,
2080,5605,525368335,9811363528,0.0,0,0,,,1,,,
2081,5608,525368335,9811363528,111.69,12,19,0.5714,287,0,9.3075,1.5833,CPC极高
2082,5624,525368335,9811363528,5.22,14,5,1.0,54,0,0.3729,0.3571,浏览<点击
2083,5637,525368335,9811363528,0.0,0,0,,,1,,,
2084,5640,525368335,9811363528,531.84,40,33,0.875,30,0,13.296,0.825,CPC极高浏览<点击
2085,5656,525368335,9811363528,0.0,0,0,,,1,,,
2086,5658,525368335,9811363528,2.07,2,2,1.0,120,0,1.035,1.0,
2087,5661,525368335,9811363528,0.0,0,0,,,1,,,
2088,5672,525368335,9811363528,0.0,0,0,,,1,,,
2089,5683,525368335,9811363528,0.0,0,0,,,1,,,
2090,5693,525368335,9811363528,12.75,9,14,0.875,95,0,1.4167,1.5556,
2091,5694,525368335,9811363528,0.0,0,0,,,1,,,
2092,5698,525368335,9811363528,0.0,0,0,,,1,,,
2093,5705,525368335,9811363528,4.36,3,16,0.3333,243,0,1.4533,5.3333,
2094,5720,525368335,9811363528,0.0,0,0,,,1,,,
2095,5721,525368335,9811363528,5.21,4,4,1.0,6,0,1.3025,1.0,
2096,5726,525368335,9811363528,5.1,3,2,1.0,61,0,1.7,0.6667,浏览<点击
2097,5728,525368335,9811363528,0.0,0,0,,,1,,,
2098,5730,525368335,9811363528,2.54,2,4,0.5,49,0,1.27,2.0,
2099,5736,525368335,9811363528,0.0,0,0,,,1,,,
2100,5745,525368335,9811363528,6.58,6,30,0.2,596,0,1.0967,5.0,
2101,5755,525368335,9811363528,29.05,27,41,0.6875,141,0,1.0759,1.5185,
2102,5764,525368335,9811363528,11.39,9,51,0.75,275,0,1.2656,5.6667,
2103,5771,525368335,9811363528,165.76,118,152,0.8571,29,0,1.4047,1.2881,
2104,5792,525368335,9811363528,0.45,1,0,0.0,0,0,0.45,0.0,浏览<点击
2105,5800,525368335,9811363528,3.02,3,4,0.6667,135,0,1.0067,1.3333,
2106,5802,525368335,9811363528,4.09,3,13,0.5,112,0,1.3633,4.3333,
2107,5810,525368335,9811363528,0.0,0,0,,,1,,,
2108,5817,525368335,9811363528,4.01,6,14,0.75,674,0,0.6683,2.3333,
2109,5830,525368335,9811363528,68.65,16,5,1.0,29,0,4.2906,0.3125,浏览<点击
2110,5831,525368335,9811363528,52.79,3,19,0.3333,517,0,17.5967,6.3333,CPC极高
2111,5836,525368335,9811363528,0.0,0,0,,,1,,,
2112,5841,525368335,9811363528,3.53,6,5,1.0,181,0,0.5883,0.8333,浏览<点击
2113,5844,525368335,9811363528,0.0,0,1,,,1,,,零点击有浏览
2114,5866,525368335,9811363528,0.0,0,0,,,1,,,
2115,5869,525368335,9811363528,12.17,5,3,1.0,8,0,2.434,0.6,浏览<点击
2116,5872,525368335,9811363528,0.96,2,3,0.5,96,0,0.48,1.5,
2117,5873,525368335,9811363528,0.0,0,0,,,1,,,
2118,5885,525368335,9811363528,1.71,2,1,1.0,2,0,0.855,0.5,浏览<点击
2119,5888,525368335,9811363528,2.86,4,6,0.3333,130,0,0.715,1.5,
2120,5891,525368335,9811363528,112.7,110,170,0.3,569,0,1.0245,1.5455,
2121,5893,525368335,9811363528,0.0,0,0,,,1,,,
2122,5896,525368335,9811363528,18.37,25,53,0.4762,192,0,0.7348,2.12,
2123,5897,525368335,9811363528,0.43,2,1,1.0,0,0,0.215,0.5,浏览<点击
2124,5898,525368335,9811363528,0.0,0,0,,,1,,,
2125,5902,525368335,9811363528,7.4,7,5,0.75,13,0,1.0571,0.7143,浏览<点击
2126,5913,525368335,9811363528,4.42,6,31,0.25,412,0,0.7367,5.1667,
2127,5916,525368335,9811363528,0.0,0,0,,,1,,,
2128,5918,525368335,9811363528,0.0,0,0,,,1,,,
2129,5921,525368335,9811363528,1.97,1,0,0.0,0,0,1.97,0.0,浏览<点击
2130,5928,525368335,9811363528,0.85,1,1,1.0,3,0,0.85,1.0,
2131,5931,525368335,9811363528,0.0,0,0,,,1,,,
2132,5935,525368335,9811363528,46.08,7,7,0.8,190,0,6.5829,1.0,
2133,5964,525368335,9811363528,0.0,0,0,,,1,,,
2134,5979,525368335,9811363528,0.0,0,0,,,1,,,
2135,5985,525368335,9811363528,0.0,0,0,,,1,,,
2136,5996,525368335,9811363528,0.0,0,0,,,1,,,
2137,6009,525368335,9811363528,0.0,0,0,,,1,,,
2138,6021,525368335,9811363528,2.94,2,1,1.0,18,0,1.47,0.5,浏览<点击
2139,6029,525368335,9811363528,120.76,18,36,0.7059,104,0,6.7089,2.0,
2140,6039,525368335,9811363528,0.0,0,0,,,1,,,
2141,6042,525368335,9811363528,0.0,0,0,,,1,,,
2142,6077,525368335,9811363528,0.0,0,0,,,1,,,
2143,6109,525368335,9811363528,0.0,0,0,,,1,,,
2144,6113,525368335,9811363528,0.0,0,0,,,1,,,
2145,6118,525368335,9811363528,0.0,0,0,,,1,,,
2146,6130,525368335,9811363528,2.93,3,1,1.0,13,0,0.9767,0.3333,浏览<点击
2147,6131,525368335,9811363528,0.0,0,0,,,1,,,
2148,6152,525368335,9811363528,7.29,9,8,0.8571,410,0,0.81,0.8889,浏览<点击
2149,6162,525368335,9811363528,121.83,24,24,0.9048,45,0,5.0762,1.0,
2150,6173,525368335,9811363528,1.4,1,1,1.0,46,0,1.4,1.0,
2151,6175,525368335,9811363528,0.0,0,0,,,1,,,
2152,6177,525368335,9811363528,0.0,0,0,,,1,,,
2153,6190,525368335,9811363528,0.0,0,0,,,1,,,
2154,6202,525368335,9811363528,0.0,0,0,,,1,,,
2155,6206,525368335,9811363528,0.0,0,0,,,1,,,
2156,6208,525368335,9811363528,0.0,0,0,,,1,,,
2157,6211,525368335,9811363528,0.0,0,0,,,1,,,
2158,6220,525368335,9811363528,0.76,2,2,1.0,1,0,0.38,1.0,
2159,6222,525368335,9811363528,0.0,0,0,,,1,,,
2160,6229,525368335,9811363528,1.21,1,1,1.0,3,0,1.21,1.0,
2161,6231,525368335,9811363528,0.88,2,1,1.0,120,0,0.44,0.5,浏览<点击
2162,6246,525368335,9811363528,53.38,10,23,0.6364,79,0,5.338,2.3,
2163,6250,525368335,9811363528,1.47,1,1,1.0,10,0,1.47,1.0,
2164,6261,525368335,9811363528,27.63,12,14,0.8333,86,0,2.3025,1.1667,
2165,6269,525368335,9811363528,0.0,0,0,,,1,,,
2166,6272,525368335,9811363528,121.35,23,43,0.75,57,0,5.2761,1.8696,
2167,6291,525368335,9811363528,0.0,0,0,,,1,,,
2168,6305,525368335,9811363528,3.8,5,6,0.75,15,0,0.76,1.2,
2169,6306,525368335,9811363528,0.0,0,0,,,1,,,
2170,6307,525368335,9811363528,20.78,8,22,0.7143,223,0,2.5975,2.75,
2171,6340,525368335,9811363528,1.45,1,0,0.0,0,0,1.45,0.0,浏览<点击
2172,6343,525368335,9811363528,40.22,9,35,0.5,214,0,4.4689,3.8889,
2173,6351,525368335,9811363528,0.0,0,0,,,1,,,
2174,6353,525368335,9811363528,1.5,2,2,1.0,2,0,0.75,1.0,
2175,6359,525368335,9811363528,0.0,0,0,,,1,,,
2176,6363,525368335,9811363528,0.0,0,0,,,1,,,
2177,6365,525368335,9811363528,0.0,0,0,,,1,,,
2178,6366,525368335,9811363528,12.65,13,36,0.6923,81,0,0.9731,2.7692,
2179,6372,525368335,9811363528,4.92,4,10,0.75,37,0,1.23,2.5,
2180,6383,525368335,9811363528,2.7,5,4,1.0,92,0,0.54,0.8,浏览<点击
2181,6402,525368335,9811363528,0.0,0,0,,,1,,,
2182,6407,525368335,9811363528,0.0,0,0,,,1,,,
2183,6409,525368335,9811363528,0.0,0,0,,,1,,,
2184,6418,525368335,9811363528,0.0,0,0,,,1,,,
2185,6428,525368335,9811363528,0.0,0,0,,,1,,,
2186,6432,525368335,9811363528,5.13,4,2,1.0,75,0,1.2825,0.5,浏览<点击
2187,6436,525368335,9811363528,9.62,7,6,1.0,52,0,1.3743,0.8571,浏览<点击
2188,6440,525368335,9811363528,11.87,8,17,0.875,81,0,1.4837,2.125,
2189,6444,525368335,9811363528,0.0,0,0,,,1,,,
2190,6446,525368335,9811363528,0.0,0,0,,,1,,,
2191,6451,525368335,9811363528,0.0,0,0,,,1,,,
2192,6457,525368335,9811363528,0.73,1,1,1.0,120,0,0.73,1.0,
2193,6461,525368335,9811363528,0.0,0,0,,,1,,,
2194,6470,525368335,9811363528,0.0,0,0,,,1,,,
2195,6473,525368335,9811363528,0.0,0,0,,,1,,,
2196,6474,525368335,9811363528,12230.47,690,1211,0.6592,172,0,17.7253,1.7551,CPC极高
2197,6483,525368335,9811363528,21240.56,994,2010,0.8,157,0,21.3688,2.0221,CPC极高
2198,6487,525368335,9811363528,4.97,9,4,1.0,65,0,0.5522,0.4444,浏览<点击
2199,6488,525368335,9811363528,0.0,0,0,,,1,,,
2200,6490,525368335,9811363528,166.07,165,145,0.9524,55,0,1.0065,0.8788,浏览<点击
2201,6492,525368335,9811363528,0.0,0,0,,,1,,,
2202,6503,525368335,9811363528,5.49,7,15,0.8,89,0,0.7843,2.1429,
2203,6510,525368335,9811363528,1.89,2,4,0.5,26,0,0.945,2.0,
2204,6516,525368335,9811363528,110.03,110,88,1.0,3,0,1.0003,0.8,浏览<点击
2205,6518,525368335,9811363528,10.03,8,46,0.4286,322,0,1.2538,5.75,
2206,6522,525368335,9811363528,31241.97,10293,31253,0.8863,39,0,3.0353,3.0363,
2207,6523,525368335,9811363528,1.35,1,1,1.0,37,0,1.35,1.0,
2208,6529,525368335,9811363528,0.0,0,0,,,1,,,
2209,6542,525368335,9811363528,2.88,3,2,1.0,502,0,0.96,0.6667,浏览<点击
2210,6547,525368335,9811363528,0.0,0,0,,,1,,,
2211,6554,525368335,9811363528,22.07,120,24,0.5714,127,0,0.1839,0.2,浏览<点击
2212,6561,525368335,9811363528,190.83,93,12,0.8333,108,0,2.0519,0.129,浏览<点击
2213,6579,525368335,9811363528,10.19,10,7,1.0,54,0,1.019,0.7,浏览<点击
2214,6583,525368335,9811363528,0.0,0,0,,,1,,,
2215,6588,525368335,9811363528,0.0,0,0,,,1,,,
2216,6595,525368335,9811363528,2.0,1,0,0.0,0,0,2.0,0.0,浏览<点击
2217,6601,525368335,9811363528,0.75,1,1,1.0,8,0,0.75,1.0,
2218,6607,525368335,9811363528,2674.93,1735,2223,0.6209,240,0,1.5417,1.2813,
2219,6615,525368335,9811363528,0.0,0,0,,,1,,,
2220,6616,525368335,9811363528,5.75,3,6,0.3333,19,0,1.9167,2.0,
2221,6621,525368335,9811363528,0.0,0,0,,,1,,,
2222,6631,525368335,9811363528,0.0,0,0,,,1,,,
2223,6639,525368335,9811363528,0.69,1,1,1.0,120,0,0.69,1.0,
2224,6641,525368335,9811363528,0.37,1,0,0.0,0,0,0.37,0.0,浏览<点击
